index,sample_id,class_id,label,recording_id,split,protocol,split_seed
76,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg010.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
77,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg011.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
78,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg012.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
79,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg013.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
80,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg014.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
81,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg015.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
82,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg016.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
83,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg017.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
84,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg018.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
85,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg019.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
86,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg020.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
87,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg021.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
88,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg022.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
89,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg023.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
90,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg024.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
91,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg025.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
92,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg026.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
93,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg027.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
94,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg028.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
95,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg029.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
96,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg030.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
97,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg031.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
98,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_random_noise_denoised_seg032.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
99,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg000.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
100,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg001.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
101,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg002.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
102,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg003.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
103,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg004.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
104,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg005.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
105,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg006.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
106,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg007.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
107,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg008.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
108,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg009.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
109,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg010.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
110,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg011.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
111,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg012.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
112,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg013.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
113,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg014.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
114,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg015.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
115,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg016.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
116,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg017.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
117,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg018.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
118,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg019.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
119,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg020.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
120,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg021.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
121,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg022.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
122,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg023.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
123,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg024.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
124,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg025.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
125,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg026.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
126,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg027.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
127,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg028.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
128,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg029.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
129,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg030.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
130,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg031.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
131,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_shift_denoised_seg032.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
132,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg000.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
133,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg001.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
134,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg002.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
135,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg003.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
136,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg004.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
137,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg005.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
138,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg006.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
139,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg007.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
140,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg008.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
141,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg009.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
142,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg010.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
143,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg011.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
144,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg012.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
145,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg013.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
146,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg014.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
147,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg015.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
148,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg016.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
149,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg017.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
150,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg018.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
151,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg019.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
152,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg020.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
153,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg021.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
154,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg022.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
155,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg023.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
156,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg024.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
157,A/vo3x3_32k_15__10_07_13_radaUno_Pasa_snr_noise_denoised_seg025.mat,A,0,vo3x3_32k_15__10_07_13_radaUno_Pasa,train,recording_80_20,123
